"lyrics","genre"
"never think i would be callin you up today takin out a ad for this chevrolet but there be a ring in the window just down the street i wanna marry her she want to marry me money kinda tight but love do not care me and this truck be everywhere just need a little spot on the back page heres what i want it to say this truck will get the pretty girl in town sittin right beside you when you be ridin aroundit be get a pretty good radio if you wanna get her dancin down a old dirt road spend a lot of friday night up under the star get you where you need to go and it will go too far god know all th mu story it can tell i get a silverado for sal mu now do not you think there be a wild eye teenage kid workin hard all summer just like i didsaved up a couple thousand buck get a girl that he be dyin to go pick up she will steal his heart on that old bench seathe will wanna lie the world right there at her foot i can see him smile ear to ear ha when he read this word right here this truck will get the pretty girl in town sittin right beside you when you be ridin aroundit be get a pretty good radio if you wanna get her dancin down a old dirt road spend a lot of friday night up under the star get you where you need to go and it will go too far god know all the story it can tell i get a silverado for sale hello yes i be the guy i have get er all clean up just come on by this truck will get the pretty girl in town sittin right beside you when you be ridin aroundit be get a pretty good radio if you wanna get her dancin down a old dirt road spend a lot of friday night up under the star get you where you need to go and it will go too far god know all the story it can tell i get a silverado for sale i get a silverado for sale i get a silverado for sale",3
"you know i do not need you you know i do not need your hell if you be go give me something good give me something i can not give myself oh do not want your moneydo not want your rolodex of friend already have me a daddy take a new picture for your portrait lens give me something give me something i can not give myself give me something give me something i can not give myself if it be a hand me down some runaround love then keep it for yourself give me something give me something i can not give myselfdo not want you to make medo not want you to make me no but i want you to make me want you and if you make me then it be you i will want you know i do not need you you know that i do not need your hell if you go give me something give me something i can not give myself no no give me something give me something i can not give myself give me something give me something i can not give myself if it be a hand me down some runaround love then keep it for yourself give me something give me something i can not give myselfdo not need hand me down love keep your runaround lovedo not need hand me down love keep your runaround love give me something give me something i can not give myself give me something give me something i can not give myself if it be a hand me down some runaround love then keep it for yourself give me something give me something give me something give me something i can not give myself embed share urlcopy embed copy",3
"smoke cigarette on the roof you look so pretty and i love this view we fall in love in octoberthat be why i love fall look at the star admire from afar my girl my girl my girl you will be my girl my girl my girl my girl you will be my world my world my world my world you will be my girl smoke cigarette on the roof you look so pretty and i love this viewdo not bother look downwe be not go that way at less i know i be here to stay we fall in love in octoberthat be why i love fall look at the star admire from afarmy girl my girl my girlmy girl my girl my girl you will be my girl my girl my girl my girl you will be my girl my girl my girl my girl you will be my girl my girl my girl my girl you will be my world my world my world my world you will be my girl",7
"you have get a hold on medo not even know your power i stand a hundred foot but i fall when i be around you show me a open door and you go and slam it on me i can not take anymore i be say baby please have mercy on me take it easy on my heart even though you do not mean to hurt me you keep tear me apart would you please have mercy mercy on my heartwould you please have mercy mercy on my hearti would drive through the night just to be near you baby heart open testify tell me that i be not crazy i be not ask for a lot just that you be honest with me and my pride be all i get i be say baby please have mercy on me take it easy on my heart even though you do not mean to hurt me you keep tear me apart would you please have mercy on mei be a puppet on your string and even though you get good intention i need you to set me free would you please have mercy mercy on my heartwould you please have mercy mercy on my heartconsuming all the air inside my lung rip all the skin from off my bone i be prepare to sacrifice my life i would gladly do it twice consume all the air inside my lung rip all the skin from off my bone i be prepare to sacrifice my life i would gladly do it twice oh please have mercy on me take it easy on my heart even though you do not mean to hurt me you keep tear me apart would you please have mercy on mei be a puppet on your string and even though you get good intention i need you to set me free i be beg you for mercy mercy i be beg you beg you please baby i be beg you for mercy mercy ooh i be beg you i be beg you",6
"i be always scream my lung out til my head start spin play my song be the way i cope with lifewill not keep my voice down know the word i speak be the thought i think out loud i like to keep thing honest i be a safe bet like your life stake on it for real i would hate to keep you all wonder i be constant like the season and i will never be forget manlet us leave no word unspoken and save regret for the break will you even look back when you think of meall i want be a place to call my own to mend the heart of everyone who feel alone whoa you know to keep your hope up high and your head down low keep your hope up high and your head down low still get something leave to prove it tend to keep thing movinwhile everyone around me say my last day be loom overhead but what the hell do they think they knowmy head above the water while they drown in the undertowlet us leave no word unspoken and save regret for the break will you even look back when you think of meall i want be a place to call my own to mend the heart of everyone who feel alone whoa you know to keep your hope up high and your head down low all i want be a place to call my own to mend the heart of everyone who feel alone whoa you know to keep your hope up high and your head down low if you take it from me live your life for yourselfbecause when it be all say and do you do not need anyone else cmonso let us get back to when everything seem perfect not a worry in the world tell me be this all worth iti get what i want so everyones always judge me i be not afraid of anything i have get the whole world in front of me all i want be a place to call my own to mend the heart of everyone who feel alone whoa you know to keep your hope up high and your head down low all i want be a place to call my own to mend the heart of everyone who feel alone whoa you know to keep your hope up high and your head down lowkeep your head down lowkeep your head down lowkeep your hope up high and your head down low",7
"good ive be in love with love and the idea of something bind us together you know that love be strong enough and ive see time tell tale about that systematic drug yes that heart that beat as one its collectively unconsciously compose do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do good i lose my head in san francisco wait for the fog to roll out but i find it in a rain cloud it be smile down do you feel the love i feel the love cmon cmon let us start it up let it pour out of your soul good ive be in love with love and the idea of something bind us together you know that love be strong enough and ive see time tell tale about that systematic drug yes that heart that beat as one its collectively unconsciously compose do you feel the love i feel the love cmon cmon let us start it up let it pour out of your soul do you feel the love i feel the love cmon cmon let us start it up let it pour out of your soul do do do do do do do do do do do do do do do do do do do do do do do do do do do do",7
"hold on hold on fuck that fuck that shit hold on i get to start this mothafuckin record over again wait a minute fuck that shit still on this mothafuckin record i ama play this mothafucka for yall ayy yall get some much drink goin on i will sound a whole lot good listen seein you get ritualistic cleansin my soul of addiction for nowbecause i be fallin apart yes tension between us just like picket fence you get issue that i wont mention for nowcause we be fallin apart passionate from mile away passive with the thing you say passin up on my old way i can not blame you no no passionate from mile away passive with the thing you say passin up on my old way i cant blame you no no listen hard buildin trust from a distance i think we should rule out commitment for nowbecause we be fallin apart leavinyou be just do that to get evendo not pick up the piece just leave it for now they keep fallin apart passionate from mile away passive with the thing you say passin up on my old way i can not blame you no no passionate from mile away passive with the thing you say passin up on my old way i can not blame you no no um try to think of the right thing to say",6
"bless be the bully for one day they will have to stand up to themselves bless be the liar for the truth can be awkwardit be not a place this country be to me a sound of drum and bass you close your eye to look around look around look around look around it be a sound look around look aroundit be a soundit be not a place this country be to me a think that offer grace for every welcome that be seek you be rock and roll you and i be rock and roll you be rock and roll we come here look for american soulit be not a place this be a dream the whole world own the pilgrim face it have your heart to call her home hold on brother john too many mother weepindream on brother john but in your dream you can not be sleepinyou be rock and roll you and i be rock and roll you be rock and roll we come here look for american soul american american put your hand in the air hold up the sky can be too late but we still gotta trythere be a moment in our life where a soul can die and the person in a country when you believe the lie the lie the lie the liethere be a promise in the heart of every good dreamit be a call to action not to fantasy the end of a dream the start of what be real let it be unity let it be community for refugee like you and me a country to receive us will you be our sanctuary refujesus you be rock and roll you and i be rock and roll you be rock and roll come here look for american soul you be rock and roll you and i be rock and roll you be rock and roll come here look for american soul american soul american soul",7
"i do not know why you think that you can hold me when you can not get by by yourself and i do not know who would ever want to tear the seam of someones dream baby it be fine you say that we should just be friend good i come up with that line and i be sure that it be for the good if you ever change your mind do not hold your breathbecause you may not believe that baby i be relieve when you say goodbye my whole world shine hey hey heyit be a beautiful day and i can not stop myself from smile if we be drink then i be buy and i know there be no denyingit be a beautiful day the sun be up the music play and even if it start rain you would not hear this boy complainingbecause i be glad that you be the one that get awayit be a beautiful dayit be my turn to fly so girl get in linebecause i be easy no play this guy like a foolbecause now i be alright you may have have me cage before but not tonight and you may not believe that baby i be relieve this fire inside it burn too bright i do not want to say so long i just want to say goodbyeit be a beautiful day and i can not stop myself from smile if we be drink then i be buy and i know there be no denyingit be a beautiful day the sun be up and the music play and even if it start rain you would not hear this boy complainingbecause i be glad that you be the one that get awaybecause if you ever think i will take up my time with think of our breakup then you have get another thing come your waybecause it be a beautiful day beautiful day oh baby any day that you be go awayit be a beautiful day",1
"never think this would happen gotta let it sink in you be gonedo not know know what i be feel i must be dream you be go suitcase bandaids pull back out the driveway you go i will stay you can keep all the memory i think i be the good thing that ever happen to you i think you love me the much i do not know why i cry but i think it be cause i remember for the first time since i hate you that i use to love you i do not know why i cry but i think it be cause i remember for the first time since i hate you that i use to love you oh oh oh oh i use to love you oh oh oh oh i use to love you you think there be no boundary but you just push me too far i guess nobody teach you nobody teach you how to love suitcase bandaids pull back out the driveway you go i will stay you can keep all the memory i think i be the good thing that ever happen to you i think you love me the much i do not know why i cry but i think it be cause i remember for the first time since i hate you that i use to love you i do not know why i cry but i think it be cause i remember for the first time since i hate you that i use to love you oh oh oh oh i use to love you oh oh oh oh i use to love you you know i be the good thing that ever happen to you oh now look at what you lose you know i be the good thing that ever happen to you now look at what you lose oh i do not know why i cry but i think it be cause i remember for the first time since i hate you that i use to love you i do not know why i cry but i think it be cause i remember for the first time since i hate you that i use to love you oh oh oh oh i use to love you oh oh oh oh i use to love you i do not know why i cry i do not i do not i do not i do not know why i use to love you i do not i do not i do not i do not know why i cry i do not i do not i do not i do not know why i use to love you i do not i do not i do not",1
"i will keep the picture save in a safe place wow i look so weird here my face have change nowit be a big shame so many feeling struggle to leave my mouth and it be not that rare for me to let myself down in a big way but i have enough time and i find enough reason to accept thatit be not the same anymore i lose the joy in my face my life be simple before i should be happy of course but thing just get much hard now it be just hard to ignoreit be not the same anymoreit be not the same anymoreit be not the same but it be not a shame because i spend a long time putting up with people putting on my good faceit be only normal when you stop thing in the wrong wayit be only four oclock and still it be be a long day i just wanna hit the hay people knock on me like every day i be tire of take stress if only there can be another way i be tire of feel suppress and when they want me the much i be tire of act like i care but i do and i can not wait to hit the bed but tomorrow make me scaredbecause it be not the same anymore i lose the joy in my face my life be simple before i should be happy of course of coursebut thing just get much hard now it be just hard to ignoreit be not the same anymore it be not the sameit be not the sameit be not the sameit be not the same anymore it be not the sameit be not the sameit be not the sameohohit be not the sameit be not the sameit be not the sameohoh i keep the feeling inside i open up when shit get build up this high she make it easy to cry the word fall out of me and there be no much disguise i miss the day when i be someone else i use to be so hungry right now my stomach full as hell and i have spend many month just hate on myself i can not keep wish thing will be different or leave problem on the shelf i wish i do not need to get help but i do but i do ohohoh i be so hard on myself yes even my family can tell and they barely see what i feel i would not wish this on my enemy or anyone elseit be not the sameit be not the sameit be not the sameit be not the same as beforeit be not the same anymore and it be fine because i have learn so much from before now i be not short on advicethere be no excuse at all no point in feel upsetwill not take my place on the floor i will stand up straight like i be tallit be up to me no one else i be do this for myselfit be not the same anymoreit be good it get betterit be not the same anymoreit be good yes yes ohoh ohohohoh",7
"i i can not really explain what be be she do but um yes whatever it be it be um whatever it be it be simply amaze her head be on my chest the sun come roll inwe be lose in this cover and all i feel be skin i slowly kiss your face beautiful in every way you be see i be a man that do not believe in much but i will be damn if i do not believe in us and how we play fight up in the bathroom next thing you know i be make love to you girl promise me you will never change she be not perfect but she be worth it every breath i breathe for the life of me and i know i may not deserve it but she love me and it be simply amaze you be simply amaze you be simply amaze you be and she love me and it be simply amaze amaze mazing the girl a work of art and i can not help but stare with the smile like the sunset and a ocean as her hair ooh what she do be not fair ooh and she know me good than i know myself see i be a man that do not believe in much but i would be damn if i do not believe in us like when i say i love you for the first time and the tear drop from your eye girl do not you ever change no she be not perfect but she be worth it every breath i breathe for the life of me and i know i may not deserve it but she love me and it be simply amaze you be simply amaze you be simply amaze you be and she love me there be nothing in this world that can keep me away from you and there be nobody who can ever compare to you oh she be not perfect but she be worth it every breath i breathe for the life of me and i know i may not deserve it but she love me and it be simply amaze you be simply amaze you be simply amaze you be and she love me and it be simply amaze",6
"you know me the good you know my bad see me hurt but you do not judge that right there be the scary feel open and close up again i have be hurt so i do not trust now here we be stare at the ceil i have say that word before but it be a lie and you deserve to hear them a thousand time if all it be be eight letter why be it so hard to sayif all it be be eight letter why be i in my own waywhy do i pull you close and then ask you for space if all it be be eight letter why be it so hard to sayis not it amaze how almost every line on our hand align when your hand in mineit be like i be whole againis not that a signi should speak my mind i have say that word before but it be a lie and you deserve to hear them a thousand time if all it be be eight letter why be it so hard to sayif all it be be eight letter why be i in my own waywhy do i pull you close and then ask you for space if all it be be eight letter why be it so hard to say woah oh yeahwhen i close my eyesit be you there in my mind when i close my eye if all it be be eight letter why be it so hard to sayif all it be be eight letter why be i in my own waywhy do i pull you close and then ask you for space if all it be be eight letter why be it so hard to sayif all it be be eight letter when i close my eyesit be you there in my mind it be only youwhen i close my eye if all it be be eight letter when i close my eyesit be you there in my mind youwhen i close my eye if all it be be eight letter",6
"if i do not know what it hurt like to be break then how would i know what it feel like to be whole if i do not know what it cut like to be reject then i would not know the joy of come home maybe it be okay if i be not okbecause the one who hold the world be hold on to me maybe it be all right if i be not all rightbecause the one who hold the star be hold my whole life if i do not know what it look like to be dirty then i would not know what it feel like to be clean and if all of my shame hadnt drive me to hide in the shadow then i would not know the beauty of be free maybe it be okay if i be not okbecause the one who hold the world be hold on to me maybe it be all right if i be not all rightbecause the one who hold the star be hold my whole life father let your kingdom come let your will be do here in my heart as in heaven father let your kingdom come let your will be do here in my heart as in heaven ohmaybe it be okay if i be not okbecause the one who hold the world be hold on to me maybe it be all right if i be not all rightbecause the one who hold the star be hold my whole life now i be alive in youwe be burst at the seam now i be alive and i see you in everything maybe it be okay if i be not okay",2
"here we go i be ready hey la la la la la la la la heythere be a joy in child see santa at the mallthere be a joy that brighten of this season bring us all how can this compare to the good news the angel tellheaven have send us a savior what a night there be no greaterjooooy jooooy light a star on the christmas tree love have come for you and me jooooy jooooy i hear the carol on the radio so turn it up and let the whole world know because i have get a love that be so there be no great joy i hear it in the bell they be ring up and down the street i see it shine in the smile of everyone i meet it feel to me like hope be stir with the winter wind heaven have send us a savior what a night there be no greaterjooooy jooooy hang a star on the christmas tree love have come for you and me jooooy jooooy i hear the carol on the radio so turn it up and let the whole world know because i have get a love that be so there be no great joy joy to the world all heaven and nature sing joy to the world yes yes joy to the world oooooh jooooy jooooy hang a star on the christmas tree love have come for you and me jooooy jooooy i hear the carol on the radio so turn it up and let the whole world know because i have get a love that be so there be no great joy embed share urlcopy embed copy",2
"i wake up tonight feel paper thin and i be paper white you say just come back to bedvoice sound strange but i soon forget and your sad blue eye like mine full of pity now but i do not know why the light dim without regrettill now you be nothing much than a silhouette but just hold quick you be fade right in a cold trick of the light i be just so sick i think you may be here but you didisappear now i wake up and i forget that you be go a phantom limb be all that i be hang on so do not stop no stop it yet what if one true love the only one that you getand you have be wish but you do know how to stay and i have be break but i be good everyday so do not stop no stop it yet what if one true love the only one that you getone love one love one love you get one love one love one love you get one love one love one love you get one love one love one love you get lose and go so fast you get me every time but i live with that i may do this to myself only make it bad but i just can not help you know i get so attach listen everyday till the dark be back now i pine for phantom pain its the only time that i see your face so just hold quick you be fade right in a cold trick of the light i be just so sick i think you would may be here but you didisappear now i wake up and i forget that you be go phantom limb be all that i be hang on so do not stop no stop it yet what if one true love the only one that you getand you have be wish but you do know how to stay and i have be break but i get good everyday so do not stop no stop it yet what if one true love the only one that you getone love one love one love you get one love one love one love you get one love one love one love you get one love one love one love you get what if you still feel me too stillwhat if that be still a way of take care of thiswhat if i wake up tonight and you be realwhat if we can find a way to try to healwhat if there be no stop us yetwhat if the one true love the only one that you getwhat if there be still a reason not to gowhat if there be still a little bite of hopeso do not stop no stop it yet what if one true love the only one that you getone love one love you get one love one love you get one love one love you get one love one love you get one love one love you get one love one love you get one love one love you get one love one love you get",1
"good even my people up in the chandelier the wine and dine the menu be blood sweat and tear everybody ready rain down confetti champion be bear right nowam not about the glamour click go the hammer run when you hear that sound hero never die gonna make it to the finish line we know we survive even if we crawl to the finish line i will not believe it underdog dreamindo not need no cheer world gonna see it hero never die gonna make it to the finish line their dream just keep drip out of their golden cup i be start i be starve leftover be not enougham not about the royal they do nothing for you all you get be you right now who be gonna falter who be gonna conquerbetter never count me out hero never die gonna make it to the finish line we know we survive even if we crawl to the finish line i will not believe it underdog dreamindo not need no cheer world gonna see it hero never die gonna make it to the finish line gonna make gonna make gonna make it to the finish line every day every day gonna make it to the finish line gonna make gonna make gonna make it to the finish line every day every day gonna make it to the finish line hero never die gonna make it to the finish line we know we survive even if we crawl to the finish line i will not believe it underdog dreamindo not need no cheer world gonna see it hero never die gonna make it to the finish line",2
"when the day be cold and the card all fold and the saint we see be all make of gold when your dream all fail and the one we hail be the bad of all and the blood run stale i wanna hide the truth i wanna shelter you but with the beast inside there be nowhere we can hide no matter what we breed we still be make of greed this be my kingdom come this be my kingdom come when you feel my heat look into my eyesit be where my demon hide it be where my demon hidedo not get too close it be dark insideit be where my demon hide it be where my demon hide at the curtain call it be the last of all when the light fade out all the sinner crawl so they dig your grave and the masquerade will come call out at the mess you have madedo not wanna let you down but i be hellbound though this be all for you do not wanna hide the truth no matter what we breed we still be make of greed this be my kingdom come this be my kingdom come when you feel my heat look into my eyesit be where my demon hide it be where my demon hidedo not get too close it be dark insideit be where my demon hide it be where my demon hide they say it be what you make i say it be up to fateit be weave in my soul i need to let you go your eye they shine so bright i wanna save that light i can not escape this now unless you show me how when you feel my heat look into my eyesit be where my demon hide it be where my demon hidedo not get too close it be dark insideit be where my demon hide it be where my demon hide",7
"it be yesterday it be year ago we be sing every word on the radio kinda like them song can save our soul somehow someway we be fall fast we be jump in blue jean halo hang off the limb two american kid just like them every time they play and it blow us away do you turn it updo you sing along every time you hear that songlike we do then like we do when do you close your eyesdoes it make you laughdo the memory take you back to six pack and a chevy cheyenneway back when i be jack and you be diane yes and the music play yes we be never grow up and grow old break up or let go girl just like rocknroll where have it gonebut i hope like hell every now and again i blow across your mind like that summer wind and you be hold on to 16 as long as you can every time that it come on do you turn it updo you sing along every time you hear that songlike we do then like we do when do you close your eyesdoes it make you laughdo the memory take you back to six pack and a chevy cheyenneway back when i be jack and you be diane oh yes oh yes oh yes do you turn it updo you sing along every time you hear that songdoes it still move youbaby hallelujah hallelujahdo you close your eyesdoes it make you laughdo the memory take you back to six pack and a chevy cheyenneway back when i be jack and you be diane yes way back way on back when i be jack and you be diane yes do you close your eyesdoes it make you laughwhen i be jack and you be diane yes let the memory take you back take you back take you back",3
"i be a little bite off today something down inside mes different wake up a little off today i can tell that somethings wrong i be a little throw off today there be something go on inside me i be a little bite off today a little bite off todayi be a little bite off today a little bite offsee i be a little bite off today i cannot put my finger on it get up a little off today just to play that same old song i do not really wanna try today i see nothing in my reflection i be a little bite spin-dry today feel like i can die today i be a little bite off today feel like i can die today hey yes hey yes hey yes do not you know i be a little bite offhey yes hey yes hey you gotta let it go i be a little just a little bite offi be a little piss off today and there be not nothing you can do about it i be a little put off today and i can not tell you why get a really short fuse today everyone around mes fuck crazy i be a little tick off today a little piss off todayi be a little bite off todayi tell a little white lie today i smile and tell someone i love them i have to say goodbye today to someone that i love i can not even cry today i think my heart be finally brokendid not need a reason why today i do not need a reason why today hey yes hey yes hey yes do not you know i be a little bite offhey yes hey yes hey you gotta let it go i be a little just a little bite offi get a little too high today get lose inside a sea of madness crash a little bite hard today crash a little too hard today everybody sing hey yes hey yes hey yes do not you know i be a little bite offhey yes hey yes hey you gotta let it go i be a little just a little bite offhey you gotta let it go i be a little just a little bite offi be a little bite off today something down inside me feel so different just a little bite off today you can all fuck off today",5
"love how you close your eye when i pull you in close tonights movin fast but we be not takin it slow you hit me hard than a drink doesyou be gonna take me all the way up something about you baby get me goin crazy i do not know what to do i have never meet a girl like youthat be ever do it quite like you do your kiss be doublebarrel bourbon on rock your lip be just the cherry on top i have never be high like this turn out the light and let me breathe you in your eye be so diamond body so gold a i do not want to let you go i have never meet a girl like you love how you say my name and make it sound so sexy love how you do that thing yes you know what get me i be talkin slow motion all night long baby love you with the light on i have never meet a girl like youthat be ever do it quite like you do your kiss be doublebarrel bourbon on rock your lip be just the cherry on top i have never be high like this turn out the light and let me breathe you in your eye be so diamond body so gold a i do not want to let you go i have never meet a girl like you i have never meet a girl like youthat be ever do it quite like you do your kiss be doublebarrel bourbon on rock your lip be just the cherry on top i have never be high like this turn out the light and let me breathe you in your eye be so diamond body so gold a i do not want to let you go i have never meet a girl like you i have never meet a girl like you",3
"see my share of break halo fold wing that use to flythey have all go wherever they go break halo that use to shine angel come down from the heaven just to help us on our way come to teach us then they leave us and they find some other soul to save see my share of break halo fold wing that use to flythey have all go wherever they go break halo that use to shine break halo that use to shinedo not go look for the reasonsdo not go ask jesus whywe be not mean to know the answer they belong to the by and by they belong to the by and by see my share of break halo fold wing that use to flythey have all go wherever they go break halo that use to shine break halo that use to shine break halo that use to shine break halo that use to shine",3
"yes yo this be not the end this be not the begin just a voice like a riot rock every revision but you listen to the tone and the violent rhythm and though the word sound steady something emptys within them we say yes with fist fly up in the air like we be hold onto something that be invisible therebecause we be live at the mercy of the pain and the fear until we dead it forget it let it all disappear yes wait for the end to come wish i have strength to stand this be not what i have plannedit be out of my control fly at the speed of light thought be spin in my head so many thing be leave unsaidit be hard to let you go i know what it take to move on i know how it feel to lie all i want to do be trade this life for something new hold on to what i havent get sit in a empty room try to forget the past this be never mean to last i wish it be not so i know what it take to move on i know how it feel to lie all i want to do be trade this life for something new hold on to what i havent get yes yes what be leave when that fire be gonei think it feel right but that right be wrong all catch up in the eye of the storm and try to figure out what it be like move on and i do not even know what kind of thing i say my mouth keep move and my mind go dead so i be pick up the piece now where to begin the hard part of end be start againall i want to do be trade this life for something new hold on to what i havent gotthis be not the end this be not the begin just a voice like a riot rock every revisioni be hold on to what i havent gotbut you listen to the tone and the violent rhythm though the word sound steady something emptys within them we say yes with fist fly up in the air like we be hold onto something that be invisible thereholding on to what i havent gotbecause we be live at the mercy of the pain and the fear until we get it forget it let it all disappear",7
"it be perfect outside it be like god let me dial up the weather get the whole crow here i be not see some of them in foreverit be one of that never forget it good stop and take it in kind of scene everythings just right yes except for one thing you should be here stand with your arm around me here cuttin up crackin a cold beer sayin cheer hey yall it be sure be a good yearit be one of that momentsthat be get your name write all over it and you know that if i have just one wish itd be that you do not have to miss this you should be hereyou should be hereyou would be takin way too many picture on your phone showin em off to everybody that you know back home and even some you do not yes they say now you be in a good place and i would be too if i can see your face you should be here standin with your arm around me here cuttin up crackin a cold beer sayin cheer hey yall it be sure be a good yearit be one of that momentsthat be get your name write all over it and you know that if i have just one wish itd be that you do not have to miss this aw you should be hereyou would be lovin thisyou would be freakin outyou would be smilinyeah i know you would be all aboutwhat be goin on right here right now god i wish somehow you can be here aw you should be here yes this be one of that momentsthat be get your name write all over it and you know that if i have just one wish itd be that you do not have to miss this aw you should be hereyou should be hereyou should be hereyou should be here",3
"much as you blame yourself you can not be blame for the way that you feel have no example of a love that be even remotely real how can you understand something that you never hadooh baby if you let me i can help you out with all of that girl let me love you and i will love you until you learn to love yourself girl let me love you and all your troubledo not be afraid girl let me help girl let me love you and i will love you until you learn to love yourself girl let me love you a heart of numbness get bring to life i will take you there girl let me love you girl let me love you baby oh girl let me love you girl let me love you baby girl let me love you let me love you let me love you oh i can see the pain behind your eyesit be be there for quite a while i just wanna be the one to remind you what it be to smile i would like to show you what true love can really do girl let me love you and i will love you until you learn to love yourself girl let me love you and all your troubledo not be afraid girl let me help girl let me love you and i will love you until you learn to love yourself girl let me love you a heart of numbness get bring to life i will take you there girl let me love you baby girl let me love you let me love you let me love you baby girl let me love you girl let me love you baby girl let me love you let me love you girl let me love you baby for every heart that beat for every heart that beat for every heart that beat for every heart that beat heart that beat heart that beat heart that beat heart that beat girl let me love you and i will love you until you learn to love yourself girl let me love you and all your troubledo not be afraid girl let me help girl let me love you and i will love you until you learn to love yourself girl let me love you a heart of numbness get bring to life i will take you there girl let me love you let me love you baby love you baby girl let me love you let me love you babe love you babe oohoohah",6
"baby i be prey on you tonight hunt you down eat you alive just like animal animal like animalsmals maybe you think that you can hide i can smell your scent from mile just like animal animal like animalsmals baby i be heyso what you try to do to me heyit be like we can not stop we be enemy heybut we get along when i be inside you yes heyyou be like a drug that be kill me heyi cut you out entirely heybut i get so high when i be inside you yes you can start over you can run free heyyou can find other fish in the sea heyyou can pretend it be mean to be heybut you can not stay away from me i can still hear you make that sound heytaking me down roll on the grind heyyou can pretend that it be me but no oh heybaby i be prey on you tonight hunt you down eat you alive just like animal animal like animalsmals maybe you think that you can hide i can smell your scent from mile just like animal animal like animalsmals baby i be heyso if i run it be not enough heyyou be still in my head forever stick heyso you can do what you wanna do yes heyi love your lie i will eat em up heybut do not deny the animal heythat come alive when i be inside you yes you can start over you can run free heyyou can find other fish in the sea heyyou can pretend it be mean to be but you can not stay away from me i can still hear you make that sound heytaking me down roll on the grind heyyou can pretend that it be me but no oh heybaby i be prey on you tonight hunt you down eat you alive just like animal animal like animalsmals maybe you think that you can hide i can smell your scent from mile just like animal animal like animalsmals baby i amdo not tell no lie lie lie lie you can not denynynyny the beast inside sisiside yes yes yes no girl do not lie lie lie lie no no do not lieyou can not denynynyny you can not denythe beast inside sisiside yes yes yes yooh oh oh oh oh oh oh just like animal animal like animalsmals hey heyjust like animal animal like animalsmals owwyeah yes yeahbaby i be prey on you tonight hunt you down eat you alive just like animal animal like animalsmals maybe you think that you can hide i can smell your scent from mile just like animal animal like animalsmals baby i amdo not tell no lie lie lie lie you can not denynynyny the beast inside sisiside yes yes yes no girl do not lie lie lie lie no no do not lieyou can not denynynyny you can not denythe beast inside sisiside yes yes yes",6
"i have be around the ocean since i be a kid i do not get to see it much this day this mornin i walk down to it just to say i do and damn if it do not take my breath away i guess some thing be just that way like a baby sleep a mama kneel a keywest sunset sky yes the chill i get when you lie your lip on minethat be beautiful beautiful every time good i can hear the music drift over the dune it sound like a wed on the beach i figure i would take a close look have nothin good to do yes i forget the sight a blush bride can be good i guess amaze be always amaze like a baby sleep a mama kneel a keywest sunset sky yes the chill i get when you lie your lip on minethat be beautiful beautiful every time i guess amaze will always be amaze like a church choir sing a nation heal a soldier comin home alive the love for me girl i see in your eyesthat be beautiful beautiful every time oh every time embed share urlcopy embed copy",3
"i sell some ticket to come see my downfall it sell out in minute i see friend in the front rowthey will leave when i be finish and the light in my name gonebecause the one who gas you up only come around when the flame on andi give you my life oh ohohayy fuck ityeah yes yeahi use a razor to take off the edge jump off the ledge they saidyeah yes yeahtake the laser aim at my head and paint the wall red i saidyeah yes yeahi be crazy i be off the meds i be good off dead they saidyeah yes yeahi use a razor to take off the edge jump off the ledge i be sellin ticket to my downfall i be sellin ticket to my downfall i be sellin ticket to my downfall i be sellin ticket to my downfall ooh my finger burn from the temperature temperaturesmy preacher lead me off the precipice fuckif i be a painter i would be a depressionist depressionisti need this time to decompress from this ketamine this cocaine this medicine for my grow pain this wee i have be smoke i be dying insideyeah yes yeahi use a razor to take off the edge jump off the ledge they saidyeah yes yeahtake the laser aim at my head and paint the wall red i saidfuck youi be crazy i be off the meds i be good off dead they saidyeah yes yeahi use a razor to take off the edge jump off the ledge i be sellin ticket to my downfall i be sellin ticket to my downfall i be sellin ticket to my downfall i be sellin ticket to my downfall one much time",4
"open up drink it in do not ask too many question become the vessel for the shame they fee you through suggestionthere be a rumor on the breeze secret that bring you to your knee we make the problem we be the poison whoa close your eye surrender your belief to them for hold wait patiently to hear what everchanging line be showingthere be a whisper in the wind eventual storm that be roll in they have the answer cure for the cancer we have become that we have become all they want be violence to plant their seed and divide us if they want the bad that be inside uswe will bring on the violence the violence back and forth daily take apart what you have be build buildingeverything you have be to be feed into the systemthere be a force out push fear a deafen silence draw near sit absorb it guess we have be toxic all along all along all they want be violence to plant their seed and divide us if they want the bad that be inside uswe will bring on the violence the violence the violenceto plant their seed and divide us the violenceif they want the bad that be inside us the violencewe will bring on the violence the violence i be on the edge and i be not alone remember this be what you ask for i be on the edge and i be not alone remember this be what you ask for all you want be violence to plant your seed and divide us you want the bad that be inside uswe will bring on the violence the violence the violencewe will fall before you divide us the violenceif you want the bad that be inside us the violencebring on the violence the violence",5
