"lyrics","genre"
"as i walk through the valley of the shadow of death i wear my crown of thorn and pull the knife out of my chest i keep search for something that i never seem to find but maybe i will not because i leave it all behind now i be stick with this and that will never change always a part of me until the very last day where to go from here what road to travel oni spend my whole life choose and it always choose wrong will i try to have the will to be alivewill i try because i have never see the lightlowered to the grind and it be now you see you spend your whole life take the good of me whered you go where be your homehow do you end up all alonecan you hear me nowthere be no light there be no sound hard to breathe when you be undergroundcan you hear me nowhear me now how long can i keep pretend to be that all the star in the sky can mean something to meheaven will open up if i live on my knee a man of many word but a man of few deed walk this street so absent of hope a pillow of concrete a man with no home lend him a hand then we be walk away leave the virtue of pity but we live with the shame so scare to dream in a world with no sunlight when you wake up you know it be dark than last night quickly we forget sacrifice go by bear to walk away be walk my whole life whered you go where be your homehow do you end up all alonecan you hear me nowthere be no light there be no sound hard to breathe when you be undergroundcan you hear me nowhear me now look into my eye and i see what do i seenothing at all take another look around me what do i seenothing at all whered you go where be your homehow do you end up all alonecan you hear me nowthere be no light there be no sound hard to breathe when you be undergroundcan you hear me nowhear me now can you hear me hear me now",7
"we live we die only matter what be insideyou knoweverything come and go no matter where you hide i will not let you take everything that i deserve time be the melody behind every word so get in where you fit in time to put in on the linewe be go head to head can you handle iti be bleed till the last man standingwe be go head to head can you handle iti be take you down i be take you downyou downi be the last man stand last man standingnowpractice what you preach before you pray until you burn scratch until i bleed before i give you back your tongueit be my time to be on top see i be break down your wall you good keep your card close before i make you fall so get in where you fit in time to put in on the linewe be go head to head can you handle iti be bleed till the last man standingwe be go head to head can you handle iti be take you down i be take you downyou downi be the last man stand last man stand nowi will break you down head to head it be all or nothing hand unbind i have be wait way too long to take you down i will be the last man stand so get in where you fit in time to put in on the linewe be go head to head can you handle iti be bleed till the last man standingwe be go head to head can you handle iti be take you down i be the last man stand be go head to head can you handle iti be bleed till the last man stand be go head to head can you handle iti be take you down i be the last man stand i be the last man stand i be the last man standingwho be standingtaking you down whose standingtaking you downwho be stand nowembed share urlcopy embed copy",7
"i have my mother dream i have my father eye you can not take that from me just go ahead and try the crescent city sleep while giant in the sky prepare to unleash let loose a mighty cry can nobody save us will anyone trythe bayou be burn the cypress have die and all alone they be say help be on the way they say they saidhelp be on the way they say they saidone by land two by sea right there in front of me help be on the way five thousand foot below as black smoke engulf the sky the ocean floor explode eleven mother cry my bone all resonate a burn lullaby you can not take that from me just go ahead and try she stand at the shoreline with hand in the air her word pierce the dark night do anyone careand all alone they be say help be on the way they say they saidhelp be on the way they say they saidone by land two by sea right there in front of me help be on the way right here right here right here right here right here right here choke on the black gold upon which we rely we keep axes in the attic to see camera in the skyhelp be on the way they say they saidhelp be on the way they say they say we be tell just to sit tight cause somebody will soon arrivehelp be on the waybut it never come it never come help be on the way they say they saidhelp be on the way they say they saidone by land two by sea right there in front of me help be on the way",7
"welcome to the end of everything that haunt me somehow i pretend all be mean to be i be not the saint here never the good son hell have take over and i know when i say go runaway runaway where do i belongso sick of be shadow scare to walk alone now it be time to roam i have always want all that i can own my wish be never grant till now embed share urlcopy embed copy",7
"i use to write i use to write letter i use to sign my name i use to sleep at night before the flash light settle deep in my brain but by the time we meet by the time we meet the time have already change so i never write a letter i never take my true heart i never write it down so when the light cut out i be lose stand in the wilderness downtown now our life be change fast now our life be change fast hope that something pure can last hope that something pure can last and it seem strange how we use to wait for letter to arrive but what be strange still be how something so small can keep you alive we use to wait we use to waste hour just walk around we use to wait all that waste life in the wilderness downtown ooh we use to wait ooh we use to wait ooh we use to wait sometimes it never come ooh we use to wait sometimes it never come ooh we use to wait still move through the pain i be gonna write a letter to my true love i be gonna sign my name like a patient on a table i wanna walk again gonna move through the pain now our life be change fast now our life be change fast hope that something pure can last hope that something pure can last ooh we use to wait ooh we use to wait ooh we use to wait sometimes it never come ooh we use to wait sometimes it never come ooh we use to wait still move through the pain we use to wait we use to wait we use to wait we use to wait for it we use to wait for it now we be scream sing the chorus again we use to wait for it we use to wait for it now we be scream sing the chorus again i use to wait for it i use to wait for it hear my voice scream sing the chorus again wait for itwait for itwait for it",7
"single book of match gonna burn what be stand in the way roar down the mountain now they be call on the fire brigade bury all the picture and tell the kid that i be okay if i be forget they will remember me for today i i will not ever be your cornerstone i i do not wanna be here hold on all the black inside of me be slowly seep from the bone everything i cherish be slowly dying or it be go little shake baby and drunkard seem to all agree once the show get start it be bind to be a sight to see i i will not ever be your cornerstone i i do not wanna be here hold on i i will not ever be your cornerstone iwatch her roll can you feel itwatch her roll can you feel itwatch her roll can you feel itwatch her roll can you feel iti i will not ever be your cornerstone i i do not wanna be here hold on watch her rolli can you feel iti will not ever be your cornerstone i watch her roll",7
"now i grow up down a old dirt road in a town you would not know my pop pick the place up for fifteen hundred buck back in nineteen sixtyfour my grandfather be a drinker back in the day he would put em down but a war be know to change a man and the whiskey know to change a man but that be not me i rarely drink from the bottle but i will smoke a little wee i still live in the stick where you would not go in a town of twelve hundred off a old dirt road and a country boy be all i will ever be now it be be twelve year since i sell my soul to the devil in lahe say sign your name here on the dot line and your song they all will play he set up shop on sunset he put me up at the marquee he say you wanna sell a million record boy you good listen to mehe say change your style whiten your smile you can lose a couple pound if you want to live this life you would good lose that wife do you need your friend aroundi say no that be not mebecause the big thing in life be your friend and family and i like my jeans and my old tshirts and a couple extra pound never really hurtbecause a country boy be all i will ever bebecause hank teach me just how to stay aliveyou will never catch me out the house without my nine or fourtyfive i have get a big orange tractor and a diesel truck and my idea of heaven chasin white tail buck and as a country boy i know i can survive now two flag fly above my land and really sum up how i feel one be the color that fly high and proud the red the white the blue the other one get a rattlesnake with a simple statement madedo not tread on me be what it say and i will take that to my grave because this be me i be proud to be american and strong in my belief and i have say it before but i will say it again because i have never need government to hold my hand and i have say it before but i will say it again because my familys always fight and die to save this land and a country boy be all i will ever be i love my country i love my gun i love my family i love the way it be now and anybody that try to change it have to come through me that should be all of our attitude because this be america and a country boy be good enough for me son",7
"hoheyhoheyhoi be try to do it right heyi be live a lonely life hoi be sleepin here instead heyi be sleepin in my bed hosleepin in my bed hey ho hoso show me family heyall the blood that i will bleed hoi do not know where i belong heyi do not know where i go wrong hobut i can write a song heyone two threei belong with you you belong with meyou be my sweetheart i belong with you you belong with meyou be my sweethohey cmon girlhohey heyhoi do not think you be right for him heythink of what it may have be if we hotook a bus to chinatown heyi would be standin on canal hoand bowery hey hoand she would be standin next to me heyi belong with you you belong with meyou be my sweetheart i belong with you you belong with meyou be my sweetheart love we need it nowlet us hope for somebecause oh we be bleedin out i belong with you you belong with meyou be my sweetheart i belong with you you belong with meyou be my sweethoheyhohey",7
"good i come home like a stone and i fall heavy into your arm this day of dust which we have know will blow away with this new sun but i will kneel down wait for now and i will kneel down know my grind and i will wait i will wait for you and i will wait i will wait for you so break my step and relend good you forgive and i will not forget know what we have see and him with little now in some way shake the excessbecause i will wait i will wait for you and i will wait i will wait for you and i will wait i will wait for you and i will wait i will wait for you so i will be bold as good as strong and use my head alongside my heart so tame my flesh and fix my eye a tether mind free from the lie but i will kneel down wait for now i will kneel down know my grind raise my hand paint my spirit gold and bow my head keep my heart slowbecause i will wait i will wait for you and i will wait i will wait for you and i will wait i will wait for you and i will wait i will wait for you",7
"whoahoh whoahoh whoahoh whoah i be wake up to ash and dust i wipe my brow and i sweat my rust i be breathe in the chemical yes ah i be break in shape up then check out on the prison bus this be it the apocalypse whoa i be wake up i feel it in my bone enough to make my system blow welcome to the new age to the new age welcome to the new age to the new age whoaoh whoa i be radioactive radioactive whoaoh whoa i be radioactive radioactive i raise my flag dye my clothesit be a revolution i supposewe be paint red to fit right in whoa i be break in shape up then check out on the prison bus this be it the apocalypse whoa i be wake up i feel it in my bone enough to make my system blow welcome to the new age to the new age welcome to the new age to the new age whoaoh whoa i be radioactive radioactive whoaoh whoa i be radioactive radioactive all system go the sun have not die deep in my bone straight from inside i be wake up i feel it in my bone enough to make my system blow welcome to the new age to the new age welcome to the new age to the new age whoaoh whoa i be radioactive radioactive whoaoh whoa i be radioactive radioactive",7
"heyheyheyi do not like walk around this old and empty house so hold my hand i will walk with you my dear the stair creak as you sleep it be keep me awakeit be the house tell you to close your eye and some day i can not even dress myselfit be kill me to see you this waybecause though the truth may vary this ship will carry our body safe to shore heyheyheythere be a old voice in my head that be hold me back good tell her that i miss our little talk soon it will be over and bury with our past we use to play outside when we be young and full of life and full of love some day i do not know if i be wrong or right your mind be play trick on you my dearbecause though the truth may vary this ship will carry our body safe to shore hey do not listen to a word i say hey the scream all sound the same hey though the truth may vary this ship will carry our body safe to shore heyheyyou be go go go away i watch you disappear all that be leave be a ghost of you now we be tear tear tear apart there be nothing we can do just let me go we will meet again soon now wait wait wait for me please hang around i will see you when i fall asleep hey do not listen to a word i say hey the scream all sound the same hey though the truth may vary this ship will carry our body safe to shoredo not listen to a word i say hey the scream all sound the same hey though the truth may vary this ship will carry our body safe to shore though the truth may vary this ship will carry our body safe to shore though the truth may vary this ship will carry our body safe to shore",7
"hold on to me as we go as we roll down this unfamiliar road and although this wave wave be string us along just know you be not alonebecause i be gonna make this place your home settle down it will all be cleardo not pay no mind to the demon they fill you with fear the trouble it may drag you down if you get lose you can always be find just know you be not alonebecause i be gonna make this place your home oohooh oohooh oohoohoohooh oohooh oohoohooh ooh ahhahh ahh ahhahhahh ahhahh ahhahh ahh oohooh oohooh oohoohoohooh oohooh oohoohooh ooh settle down it will all be cleardo not pay no mind to the demon they fill you with fear the trouble it may drag you down if you get lose you can always be find just know you be not alonebecause i be gonna make this place your home ahhahh ahh ahhahhahh ahhahh ahhahh ahh oohooh oohooh oohoohoohooh oohooh oohoohooh ooh oohooh oohooh oohoohoohooh oohooh oohoohooh ooh oohooh oohoohooh ooh",7
"she will lie and steal and cheat and beg you from her knee make you think she mean it this time she will tear a hole in you the one you can not repair but i still love her i do not really care when we be young oh oh we do enough when it get cold ooh ooh we bundle up i can not be tell ah ah it can not be doneit be good to feel pain than nothing at all the opposite of love be indifference so pay attention now i be stand on your porch screamin out and i will not leave until you come downstairs so keep your head up keep your love keep your head up my love keep your head up my love keep your head up keep your love and i do not blame you dear for run like you do all this year i would do the same you good believe and the highway sign say we be close but i do not read that thing anymore i never trust my own eye when we be young oh oh we do enough when it get cold ooh ooh we bundle up i can not be tell ah ah it can not be do so keep your head up keep your love keep your head up my love keep your head up my love keep your head up keep your love head up love head up love head up love head up love",7
"when life leave you high and spin-dry i will be at your door tonight if you need help if you need help i will shut down the city light i will lie cheat i will beg and bribe to make you good to make you good when enemy be at your door i will carry you away from war if you need help if you need help your hope dangle by a string i will share in your suffer to make you good to make you good give me reason to believe that you would do the same for me and i will do it for you for you baby i be not move on i will love you long after you be go for you for you you will never sleep alone i will love you long after you be go and long after you be go go go when you fall like a statue i be gon be there to catch you put you on your foot you on your foot and if your good be empty not a thing will prevent me tell me what you need what do you need i surrender honestlyyou have always do the same for me so i will do it for you for you baby i be not move on i will love you long after you be go for you for you you will never sleep alone i will love you long after you be go and long after you be go go goneyou be my backboneyou be my cornerstoneyou be my crutch when my leg stop movingyou be my head startyou be my rugged heartyou be the pulse that i have always need like a drum baby do not stop beat like a drum baby do not stop beat like a drum baby do not stop beat like a drum my heart never stop beat for you for you baby i be not move on i will love you long after you be go for you for you you will never sleep alone i will love you long after you be go for you for you baby i be not move on i will love you long after you be go for you for you you will never sleep alone i will love you long long after you be go like a drum baby do not stop beat like a drum baby do not stop beat like a drum baby do not stop beat like a drum my heart never stop beat for you and long after you be go go go i will love you long after you be go go go",7
"if you love somebody good tell them while they be here because they just may run away from youyou will never know quite when good then again it just depend on how long of time be leave for you i have have the high mountain i have have the deep river you can have it all but life keep move now take it in but do not look downbecause i be on top of the world hey i be on top of the world hey wait on this for a while now pay my due to the dirt i have be wait to smile hey be hold it in for a while hey take you with me if i can be dream of this since a child i be on top of the world i have try to cut this corner try to take the easy way out i keep on fall short of something i can have give up then but then again i can not have because i have travel all this way for something now take it in but do not look downbecause i be on top of the world hey i be on top of the world hey wait on this for a while now pay my due to the dirt i have be wait to smile hey be hold it in for a while hey take you with me if i can be dream of this since a child i be on top of the world ohwoah ohoh ohoh ohwoah ohohbecause i be on top of the world hey i be on top of the world hey wait on this for a while now pay my due to the dirt i have be wait to smile hey be hold it in for a while hey take you with me if i can be dream of this since a child and i know it be hard when you be fall down and it be a long way up when you hit the grind but get up now get up get up now and i know it be hard when you be fall down and it be a long way up when you hit the grind but get up now get up get up nowbecause i be on top of the world heyand i know it be hard when you be fall downi be on top of the world heyand it be a long way up when you hit the grind butwaiting on this for a while nowget up now get uppaying my due to the dirtget up nowi have be wait to smile heyand i know it be hard when you be fall downbeen hold it in for a while heyand it be a long way up when you hit the grind buttake you with me if i canget up now get upbeen dream of this since a childget up nowi be on top of the world",7
"give me love like herbecause lately i have be wake up alone paint splatter teardrop on my shirt tell you i would let them go and that i will fight my corner maybe tonight i will call you after my blood turn into alcohol no i just wanna hold you give a little time to me or burn this out good play hide and seek to turn this around all i want be the taste that your lip allow mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy give me love give me love like never beforebecause lately i have be crave much and it be be a while but i still feel the same maybe i should let you go you know i will fight my corner and that tonight i will call you after my blood be drown in alcohol no i just wanna hold you give a little time to me or burn this out good play hide and seek to turn this around all i want be the taste that your lip allow mamy mymyy oh give me love give a little time to me or burn this out good play hide and seek to turn this around all i want be the taste that your lip allow mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy give me love mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover love me love me love me give me love give me love give me love love me give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love",7
"headline from this day on oh why you keep pretend that you wanna let godo do you wanna let goloud volume turn to low low low low low low what you want and what you do to me i will take the trouble that you have in mind entertainment show them what you do with me when everyone here know good what i once refuse to be be everything they long together i would rather be alone i love i love i love i notice i hear it all before i die before i know you once upon a time would take too long long long long long long what you want and what you do to me i will take the trouble that you have in my mind entertainment show them what you do with me when everyone here know good what i once refuse to be be everything they long together i would rather be alone i would rather be alone",7
